,,,,,,,,,
85度C,香片花生,$22,麵包,,http://www.85cafe.com/file/product/w500/%E6%9C%AC%E5%9C%9F-%E9%A6%99%E7%89%87%E8%8A%B1%E7%94%9F.jpg,,,,
85度C,芋頭麵包,$22,麵包,,http://www.85cafe.com/file/product/w500/%E6%9C%AC%E5%9C%9F-%E8%8A%8B%E9%A0%AD%E9%BA%B5%E5%8C%85.jpg,,,,
85度C,菠蘿,$20,麵包,,http://www.85cafe.com/file/product/w500/%E6%9C%AC%E5%9C%9F-%E8%8F%A0%E8%98%BF.jpg,,,,
85度C,田園三鮮,$20,麵包,,http://www.85cafe.com/file/product/w500/%E6%9C%AC%E5%9C%9F-%E7%94%B0%E5%9C%92%E4%B8%89%E9%AE%AE.jpg,,,,
85度C,奶酥麵包,$20,麵包,,http://www.85cafe.com/file/product/w500/%E6%9C%AC%E5%9C%9F-%E5%A5%B6%E9%85%A5%E9%BA%B5%E5%8C%85.jpg,,,,
85度C,牛奶布丁,$18,麵包,,http://www.85cafe.com/file/product/w500/%E6%9C%AC%E5%9C%9F-%E7%89%9B%E5%A5%B6%E5%B8%83%E4%B8%81.jpg,,,,
85度C,牛奶糖吐司,$65,麵包,,http://www.85cafe.com/file/product/w500/%E7%89%9B%E5%A5%B6%E7%B3%96%E5%90%90%E5%8F%B8.jpg,,,,
85度C,菠蘿吐司,$65,麵包,,http://www.85cafe.com/file/product/w500/%E5%90%90%E5%8F%B8-%E8%8F%A0%E8%98%BF%E5%90%90%E5%8F%B8.jpg,,,,
85度C,鮮奶吐司,$45,麵包,,http://www.85cafe.com/file/product/w500/%E5%90%90%E5%8F%B8-%E9%AE%AE%E5%A5%B6%E5%90%90%E5%8F%B8.jpg,,,,
85度C,胚芽吐司,$40,麵包,,http://www.85cafe.com/file/product/w500/%E5%90%90%E5%8F%B8-%E8%83%9A%E8%8A%BD%E5%90%90%E5%8F%B8.jpg,,,,
85度C,起士火腿吐司 (半條),$35,麵包,,http://www.85cafe.com/file/product/w500/%E5%90%90%E5%8F%B8-%E8%B5%B7%E5%A3%AB%E7%81%AB%E8%85%BF%E5%90%90%E5%8F%B8(%E5%8D%8A%E6%A2%9D).jpg,,,,
85度C,白吐司,$35,麵包,,http://www.85cafe.com/file/product/w500/%E5%90%90%E5%8F%B8-%E7%99%BD%E5%90%90%E5%8F%B8.jpg,,,,
85度C,鹽可頌,$25,麵包,,http://www.85cafe.com/file/product/w500/%E9%B9%BD%E5%8F%AF%E9%A0%8C.jpg,,,,
85度C,多穀乾酪,$50,麵包,,http://www.85cafe.com/file/product/w500/%E6%AD%90%E5%BC%8F-%E5%A4%9A%E7%A9%80%E4%B9%BE%E9%85%AA.jpg,,,,
85度C,麵包棒 (1包),$45,麵包,,http://www.85cafe.com/file/product/w500/%E7%89%9B%E5%A5%B6%E6%A3%92.jpg,,,,
85度C,高纖雜糧,$45,麵包,,http://www.85cafe.com/file/product/w500/%E6%AD%90%E5%BC%8F-%E9%AB%98%E7%BA%96%E9%9B%9C%E7%B3%A7.jpg,,,,
85度C,高纖核果,$45,麵包,,http://www.85cafe.com/file/product/w500/%E6%AD%90%E5%BC%8F-%E9%AB%98%E7%BA%96%E6%A0%B8%E6%9E%9C-%E5%A5%B6%E7%B4%A0.jpg,,,,
85度C,法國魔杖,$35,麵包,,http://www.85cafe.com/file/product/w500/%E6%B3%95%E5%9C%8B%E9%AD%94%E6%9D%96.jpg,,,,
85度C,法國香蒜,$25,麵包,,http://www.85cafe.com/file/product/w500/%E6%AD%90%E5%BC%8F-%E6%B3%95%E5%9C%8B%E9%A6%99%E8%92%9C.jpg,,,,
85度C,義式香酥棒,$20,麵包,,http://www.85cafe.com/file/product/w500/%E6%AD%90%E5%BC%8F-%E7%BE%A9%E5%BC%8F%E9%A6%99%E9%85%A5%E6%A3%92.jpg,,,,
85度C,香蒜德國腸,$12,麵包,,http://www.85cafe.com/file/product/w500/%E6%AD%90%E5%BC%8F-%E9%A6%99%E8%92%9C%E5%BE%B7%E5%9C%8B%E8%85%B8.jpg,,,,
85度C,起士三明治,$28,麵包,,http://www.85cafe.com/file/product/w500/%E8%B5%B7%E5%8F%B8%E4%B8%89%E6%98%8E%E6%B2%BB.jpg,,,,
85度C,火腿三明治,$28,麵包,,http://www.85cafe.com/file/product/w500/%E7%81%AB%E8%85%BF%E4%B8%89%E6%98%8E%E6%B2%BB-0.jpg,,,,
85度C,摩卡咖啡　　冰/熱,$70.00,飲料,,http://www.85cafe.com/file/product/w500/%E6%91%A9%E5%8D%A1%E5%92%96%E5%95%A1.jpg,,,,
85度C,焦糖瑪奇朵　　冰/熱,$80.00,飲料,,http://www.85cafe.com/file/product/w500/%E7%84%A6%E7%B3%96%E7%91%AA%E5%A5%87%E6%9C%B5.jpg,,,,
85度C,卡布奇諾　　冰/熱,$70.00,飲料,,http://www.85cafe.com/file/product/w500/%E5%8D%A1%E5%B8%83%E5%A5%87%E8%AB%BE-0.jpg,,,,
85度C,重拿鐵咖啡　　冰/熱,$70.00,飲料,,http://www.85cafe.com/file/product/w500/%E9%87%8D%E6%8B%BF%E9%90%B5.jpg,,,,
85度C,拿鐵咖啡　　冰/熱,$55.00,飲料,,http://www.85cafe.com/file/product/w500/%E6%8B%BF%E9%90%B5.jpg,,,,
85度C,招牌咖啡　　冰/熱,$45.00,飲料,,http://www.85cafe.com/file/product/w500/%E6%8B%9B%E7%89%8C%E5%92%96%E5%95%A1.jpg,,,,
85度C,美式咖啡　　冰/熱,$35.00,飲料,,http://www.85cafe.com/file/product/w500/%E7%BE%8E%E5%BC%8F%E5%92%96%E5%95%A1.jpg,,,,
85度C,海岩咖啡　　冰/熱,$60.00,飲料,,http://www.85cafe.com/file/product/w500/drink_01_06.jpg,,,,
85度C,芋頭拿鐵,$65.00,飲料,,http://www.85cafe.com/file/product/w500/%E8%8A%8B%E9%A0%AD%E6%8B%BF%E9%90%B5%E5%B0%8F%E5%9C%96.jpg,,,,
85度C,薑茶    熱,$40.00,飲料,,http://www.85cafe.com/file/product/w500/%E5%B0%8F%E5%9C%96-%E8%96%91%E8%8C%B6-01.jpg,,,,
85度C,桂圓紅棗奶茶    熱,$50.00,飲料,,http://www.85cafe.com/file/product/w500/%E5%B0%8F%E5%9C%96-%E6%A1%82%E5%9C%93%E7%B4%85%E6%A3%97%E5%A5%B6%E8%8C%B6-01.jpg,,,,
85度C,薑奶茶    熱,$45.00,飲料,,http://www.85cafe.com/file/product/w500/%E5%B0%8F%E5%9C%96-%E8%96%91%E5%A5%B6%E8%8C%B6-01.jpg,,,,
85度C,桂圓紅棗茶    熱,$45.00,飲料,,http://www.85cafe.com/file/product/w500/%E5%B0%8F%E5%9C%96-%E6%A1%82%E5%9C%93%E7%B4%85%E6%A3%97%E8%8C%B6-01.jpg,,,,
85度C,地瓜拿鐵        冰/熱,$60.00,飲料,,http://www.85cafe.com/file/product/w500/%E5%9C%B0%E7%93%9C%E6%8B%BF%E9%90%B501-01.jpg,,,,
85度C,鮮奶茶　　冰/熱,$45.00,飲料,,http://www.85cafe.com/file/product/w500/%E9%AE%AE%E5%A5%B6%E8%8C%B6-0.jpg,,,,
85度C,杏仁牛奶　　冰/熱,$55.00,飲料,,http://www.85cafe.com/file/product/w500/%E6%9D%8F%E4%BB%81%E7%89%9B%E5%A5%B6.jpg,,,,
85度C,一顆黃金檸檬　　冰,$55.00,飲料,,http://www.85cafe.com/file/product/w500/%E4%B8%80%E9%A1%86%E9%BB%83%E9%87%91%E6%AA%B8%E6%AA%AC-0.jpg,,,,
85度C,鮮桔茶　　冰/熱,$55.00,飲料,,http://www.85cafe.com/file/product/w500/%E9%AE%AE%E6%A1%94%E8%8C%B6.jpg,,,,
85度C,芒果青茶　　冰,$50.00,飲料,,http://www.85cafe.com/file/product/w500/%E8%8A%92%E6%9E%9C%E9%9D%92%E8%8C%B6.jpg,,,,
85度C,巧克力牛奶　　冰/熱,$55.00,飲料,,http://www.85cafe.com/file/product/w500/%E5%B7%A7%E5%85%8B%E5%8A%9B%E7%89%9B%E5%A5%B6.jpg,,,,
85度C,珍珠奶茶　　冰/熱,$40.00,飲料,,http://www.85cafe.com/file/product/w500/%E7%8F%8D%E7%8F%A0%E5%A5%B6%E8%8C%B6.jpg,,,,
85度C,英式奶茶　　冰/熱,$35.00,飲料,,http://www.85cafe.com/file/product/w500/%E8%8B%B1%E5%BC%8F%E5%A5%B6%E8%8C%B6.jpg,,,,
85度C,多多綠茶　　冰,$35.00,飲料,,http://www.85cafe.com/file/product/w500/%E5%A4%9A%E5%A4%9A%E7%B6%A0%E8%8C%B6.jpg,,,,
85度C,招牌水果茶　　冰/熱,$45.00,飲料,,http://www.85cafe.com/file/product/w500/%E6%8B%9B%E7%89%8C%E6%B0%B4%E6%9E%9C%E8%8C%B6.jpg,,,,
85度C,海岩青茶　　冰/熱,$35.00,飲料,,http://www.85cafe.com/file/product/w500/%E6%B5%B7%E5%B2%A9%E9%9D%92%E8%8C%B6.jpg,,,,
85度C,海岩綠茶　　冰/熱,$35.00,飲料,,http://www.85cafe.com/file/product/w500/%E6%B5%B7%E5%B2%A9%E7%B6%A0%E8%8C%B6.jpg,,,,
85度C,韓式柚子茶　　冰/熱,$40.00,飲料,,http://www.85cafe.com/file/product/w500/%E9%9F%93%E5%BC%8F%E6%9F%9A%E5%AD%90%E8%8C%B6.jpg,,,,
85度C,高山青茶　　冰/熱,$30.00,飲料,,http://www.85cafe.com/file/product/w500/%E9%AB%98%E5%B1%B1%E9%9D%92%E8%8C%B6.jpg,,,,
85度C,茉莉鮮綠茶　　冰/熱,$30.00,飲料,,http://www.85cafe.com/file/product/w500/%E8%8C%89%E8%8E%89%E9%AE%AE%E7%B6%A0%E8%8C%B6.jpg,,,,
85度C,錫蘭紅茶　　冰/熱,$30.00,飲料,,http://www.85cafe.com/file/product/w500/%E9%8C%AB%E8%98%AD%E7%B4%85%E8%8C%B6.jpg,,,,
85度C,提拉米蘇咖啡冰沙,$80.00,飲料,,http://www.85cafe.com/file/product/w500/%E6%8F%90%E6%8B%89%E7%B1%B3%E8%98%87%E5%86%B0%E6%B2%99.jpg,,,,
85度C,義式咖啡冰沙,$70.00,飲料,,http://www.85cafe.com/file/product/w500/%E7%BE%A9%E5%BC%8F%E5%92%96%E5%95%A1%E5%86%B0%E6%B2%99.jpg,,,,
85度C,巧克力碎片冰沙,$80.00,飲料,,http://www.85cafe.com/file/product/w500/%E5%B7%A7%E5%85%8B%E5%8A%9B%E7%A2%8E%E7%89%87%E5%86%B0%E6%B2%99.jpg,,,,
85度C,拿鐵冰沙,$80.00,飲料,,http://www.85cafe.com/file/product/w500/%E6%8B%BF%E9%90%B5%E5%86%B0%E6%B2%99.jpg,,,,
85度C,芒果冰沙,$85.00,飲料,,http://www.85cafe.com/file/product/w500/%E8%8A%92%E6%9E%9C%E5%86%B0%E6%B2%99.jpg,,,,
7-11,起司焗烤雞腿排飯糰 ,35,主食,216,,,,,
7-11,鹽烤霜降豬飯糰,35,主食,166,,,,,
7-11,雙起司焗烤鮭魚飯糰,35,主食,187,,,,,
7-11,黑胡椒牛柳飯糰,25,主食,246,,,,,
7-11,鮭魚卵&銀鮭飯糰,35,主食,217,,,,,
7-11,雞肉飯飯糰,28,主食,234,,,,,
7-11,哇沙米鮭魚飯糰,25,主食,206,,,,,
7-11,韓式泡菜&燒肉飯糰,28,主食,207,,,,,
7-11,博多明太子炙燒鮭魚飯糰,25,主食,175,,,,,
7-11,鮪魚飯糰,25,主食,196,,,,,
7-11,肉鬆飯糰,23,主食,221,,,,,
7-11,鹽烤豬肉飯糰,25,主食,222,,,,,
7-11,燻雞沙拉飯糰,18,主食,182,,,,,
7-11,滷肉飯,50,主食,497,,,,,
7-11,開運紅油炒手麵,70,主食,649,,,,,
7-11,日式蕎麥風味麵,70,主食,649,,,,,
7-11,肉絲炒麵,60,主食,540,,,,,
7-11,滑蛋牛肉燴炒飯,75,主食,651,,,,,
7-11,肉絲蛋炒飯,60,主食,682,,,,,
7-11,麻辣牛肉麵,99,主食,814,,,,,
7-11,滑蛋雞蓉粥,55,主食,298,,,,,
7-11,雞肉飯,50,主食,512,,,,,
7-11,麻油雞麵線,79,主食,444,,,,,
7-11,羊肉爐麵線,79,主食,436,,,,,
7-11,韓式泡菜豆腐鍋,79,主食,301,,,,,
7-11,唐辛子雞腿排飯,70,主食,767,,,,,
7-11,唐辛雙寶丼,75,主食,814,,,,,
7-11,炭火風雞排丼,70,主食,619,,,,,
7-11,咖哩雞燴麵,70,主食,823,,,,,
7-11,炭火風味燒肉飯,68,主食,748,,,,,
7-11,紅燒牛肉麵,99,主食,768,,,,,
7-11,紅燒牛腩燴飯,70,主食,634,,,,,
7-11,皮蛋瘦肉粥,55,主食,292,,,,,
7-11,沙茶牛肉炒麵,70,主食,615,,,,,
7-11,肉燥炒炊粉,55,主食,526,,,,,
7-11,麻婆豆腐燴飯,60,主食,646,,,,,
7-11,乾意麵,60,主食,545,,,,,
7-11,奶油青醬雞肉義大利麵,65,主食,649,,,,,
7-11,蕃茄燻腸義大利麵,75,主食,566,,,,,
7-11,帕瑪森起司肉醬義大利麵,65,主食,582,,,,,
7-11,厚切培根奶油義大利麵,65,主食,587,,,,,
7-11,雙起司燻雞焗麵,60,主食,603,,,,,
7-11,切達起司燻腸焗飯,60,主食,683,,,,,
7-11,日式雞排咖哩飯,70,主食,570,,,,,
7-11,瓜哇咖哩飯 ,65,主食,816,,,,,
7-11,佛蒙特咖哩飯,65,主食,664,,,,,
7-11,起司燻腸捲,55,主食,346,,,,,
7-11,雙起司火腿蛋捲,55,主食,314,,,,,
7-11,iselect韓式風味炸雞,39,主食,231,,,,,
7-11,iselect檸檬雞柳條,39,主食,234,,,,,
7-11,芋頭魷魚燒,38,主食,186,,,,,
7-11,炭火風味雞翅,42,主食,194,,,,,
7-11,香雞排,48,主食,398,,,,,
7-11,辣味雞球,38,主食,222,,,,,
7-11,韓式炸雞,38,主食,221,,,,,
7-11,酥炸海鮮丸,38,主食,179,,,,,
7-11,石安牧場溫泉蛋(2入),42,主食,106,,,,,
7-11,巧達蔬菜濃湯,49,主食,170,,,,,
7-11,玉米濃湯,35,主食,149,,,,,
7-11,雙起司奶油焗野菇,58,主食,408,,,,,
7-11,五色熱蔬菜,49,主食,69,,,,,
7-11,起司燻腸捲,55,主食,346,,,,,
7-11,雙起司火腿蛋捲,55,主食,314,,,,,
7-11,iselect韓式風味炸雞,39,主食,231,,,,,
7-11,iselect檸檬雞柳條,39,主食,234,,,,,
7-11,芋頭魷魚燒,38,主食,186,,,,,
7-11,炭火風味雞翅,42,主食,194,,,,,
7-11,香雞排,48,主食,398,,,,,
7-11,辣味雞球,38,主食,222,,,,,
7-11,韓式炸雞,38,主食,221,,,,,
7-11,酥炸海鮮丸,38,主食,179,,,,,
7-11,石安牧場溫泉蛋(2入),42,主食,106,,,,,
7-11,滷肉飯,50,主食,497,,,,,
7-11,開運紅油炒手麵,70,主食,649,,,,,
7-11,日式蕎麥風味麵,70,主食,649,,,,,
7-11,肉絲炒麵,60,主食,540,,,,,
7-11,滑蛋牛肉燴炒飯,75,主食,651,,,,,
7-11,肉絲蛋炒飯,60,主食,682,,,,,
7-11,麻辣牛肉麵,99,主食,814,,,,,
7-11,滑蛋雞蓉粥,55,主食,298,,,,,
7-11,雞肉飯,50,主食,512,,,,,
7-11,麻油雞麵線,79,主食,444,,,,,
7-11,羊肉爐麵線,79,主食,436,,,,,
7-11,韓式泡菜豆腐鍋,79,主食,301,,,,,
7-11,唐辛子雞腿排飯,70,主食,767,,,,,
7-11,唐辛雙寶丼,75,主食,814,,,,,
7-11,炭火風雞排丼,70,主食,619,,,,,
7-11,咖哩雞燴麵,70,主食,823,,,,,
7-11,炭火風味燒肉飯,68,主食,748,,,,,
7-11,紅燒牛肉麵,99,主食,768,,,,,
7-11,紅燒牛腩燴飯,70,主食,634,,,,,
7-11,皮蛋瘦肉粥,55,主食,292,,,,,
7-11,沙茶牛肉炒麵,70,主食,615,,,,,
7-11,肉燥炒炊粉,55,主食,526,,,,,
7-11,麻婆豆腐燴飯,60,主食,646,,,,,
7-11,乾意麵,60,主食,545,,,,,
7-11,奶油青醬雞肉義大利麵,65,主食,649,,,,,
7-11,蕃茄燻腸義大利麵,75,主食,566,,,,,
7-11,帕瑪森起司肉醬義大利麵,65,主食,582,,,,,
7-11,厚切培根奶油義大利麵,65,主食,587,,,,,
7-11,雙起司燻雞焗麵,60,主食,603,,,,,
7-11,切達起司燻腸焗飯,60,主食,683,,,,,
7-11,日式雞排咖哩飯,70,主食,570,,,,,
7-11,瓜哇咖哩飯 ,65,主食,816,,,,,
7-11,佛蒙特咖哩飯,65,主食,664,,,,,
7-11,起司燻腸捲,55,主食,346,,,,,
7-11,雙起司火腿蛋捲,55,主食,314,,,,,
7-11,iselect韓式風味炸雞,39,主食,231,,,,,
7-11,iselect檸檬雞柳條,39,主食,234,,,,,
7-11,芋頭魷魚燒,38,主食,186,,,,,
7-11,炭火風味雞翅,42,主食,194,,,,,
7-11,香雞排,48,主食,398,,,,,
7-11,辣味雞球,38,主食,222,,,,,
7-11,韓式炸雞,38,主食,221,,,,,
7-11,酥炸海鮮丸,38,主食,179,,,,,
7-11,石安牧場溫泉蛋(2入),42,主食,106,,,,,
7-11,巧達蔬菜濃湯,49,主食,170,,,,,
7-11,玉米濃湯,35,主食,149,,,,,
7-11,雙起司奶油焗野菇,58,主食,408,,,,,
7-11,五色熱蔬菜,49,主食,69,,,,,
7-11,滷肉飯,50,主食,497,,,,,
7-11,開運紅油炒手麵,70,主食,649,,,,,
7-11,日式蕎麥風味麵,70,主食,649,,,,,
7-11,肉絲炒麵,60,主食,540,,,,,
7-11,滑蛋牛肉燴炒飯,75,主食,651,,,,,
7-11,肉絲蛋炒飯,60,主食,682,,,,,
7-11,麻辣牛肉麵,99,主食,814,,,,,
7-11,滑蛋雞蓉粥,55,主食,298,,,,,
7-11,雞肉飯,50,主食,512,,,,,
7-11,麻油雞麵線,79,主食,444,,,,,
7-11,羊肉爐麵線,79,主食,436,,,,,
7-11,韓式泡菜豆腐鍋,79,主食,301,,,,,
7-11,唐辛子雞腿排飯,70,主食,767,,,,,
7-11,唐辛雙寶丼,75,主食,814,,,,,
7-11,炭火風雞排丼,70,主食,619,,,,,
7-11,咖哩雞燴麵,70,主食,823,,,,,
7-11,炭火風味燒肉飯,68,主食,748,,,,,
7-11,紅燒牛肉麵,99,主食,768,,,,,
7-11,紅燒牛腩燴飯,70,主食,634,,,,,
7-11,皮蛋瘦肉粥,55,主食,292,,,,,
7-11,沙茶牛肉炒麵,70,主食,615,,,,,
7-11,肉燥炒炊粉,55,主食,526,,,,,
7-11,麻婆豆腐燴飯,60,主食,646,,,,,
7-11,乾意麵,60,主食,545,,,,,
7-11,奶油青醬雞肉義大利麵,65,主食,649,,,,,
7-11,蕃茄燻腸義大利麵,75,主食,566,,,,,
7-11,帕瑪森起司肉醬義大利麵,65,主食,582,,,,,
7-11,厚切培根奶油義大利麵,65,主食,587,,,,,
7-11,雙起司燻雞焗麵,60,主食,603,,,,,
7-11,切達起司燻腸焗飯,60,主食,683,,,,,
7-11,日式雞排咖哩飯,70,主食,570,,,,,
7-11,瓜哇咖哩飯 ,65,主食,816,,,,,
7-11,佛蒙特咖哩飯,65,主食,664,,,,,
7-11,起司燻腸捲,55,主食,346,,,,,
7-11,雙起司火腿蛋捲,55,主食,314,,,,,
7-11,iselect韓式風味炸雞,39,主食,231,,,,,
7-11,iselect檸檬雞柳條,39,主食,234,,,,,
7-11,芋頭魷魚燒,38,主食,186,,,,,
7-11,炭火風味雞翅,42,主食,194,,,,,
7-11,香雞排,48,主食,398,,,,,
7-11,辣味雞球,38,主食,222,,,,,
7-11,韓式炸雞,38,主食,221,,,,,
7-11,酥炸海鮮丸,38,主食,179,,,,,
7-11,石安牧場溫泉蛋(2入),42,主食,106,,,,,
7-11,巧達蔬菜濃湯,49,主食,170,,,,,
7-11,玉米濃湯,35,主食,149,,,,,
7-11,雙起司奶油焗野菇,58,主食,408,,,,,
7-11,五色熱蔬菜,49,主食,69,,,,,